 [2022-10-01 22:56:38,735] Register - Step 01: Navigate to Register page
 [2022-10-04 17:41:12,435] CustomerInfo - Step 13: Verify email textbox is correctly displayed
 [2022-10-04 17:41:12,520]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:12,520] CustomerInfo - Step 14: Verify company name textbox is correctly displayed
 [2022-10-04 17:41:12,596]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:12,596] CustomerInfo - Step 15: Click to MyAccount link
 [2022-10-04 17:41:13,220] Addresses - Step 01: Open Addresses page
 [2022-10-04 17:41:13,918] Addresses - Step 02: Click to 'ADD NEW' button
 [2022-10-04 17:41:14,708] Addresses - Step 03: Input to Firstname textbox with value: Autotmation
 [2022-10-04 17:41:14,915] Addresses - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 17:41:15,090] Addresses - Step 05: Input to Email textbox with value: automationfc9042.vn@gmail.com
 [2022-10-04 17:41:15,293] Addresses - Step 06: Input to Company textbox with value: Automation FC
 [2022-10-04 17:41:15,476] Addresses - Step 07: Select Country dropdown with value: Viet Nam
 [2022-10-04 17:41:15,696] Addresses - Step 08: Select State/province dropdown with value: Other
 [2022-10-04 17:41:15,986] Addresses - Step 09: Input to City textbox with value: Da Nang
 [2022-10-04 17:41:16,179] Addresses - Step 10: Input to Address 1 textbox with value: 123/04 Le Lai
 [2022-10-04 17:41:16,380] Addresses - Step 11: Input to Address 2 textbox with value: 234/05 Hai Phong
 [2022-10-04 17:41:16,587] Addresses - Step 12: Input to Zip/postal code textbox with value: 550000
 [2022-10-04 17:41:16,775] Addresses - Step 13: Input to Phone number textbox with value: 0123456789
 [2022-10-04 17:41:16,971] Addresses - Step 14: Input to Fax number textbox with value: 0987654321
 [2022-10-04 17:41:17,167] Addresses - Step 15: Click to SAVE button
 [2022-10-04 17:41:18,046] Addresses - Step 16: Verify fullname is correctly displayed
 [2022-10-04 17:41:18,130]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:18,130] Addresses - Step 17: Verify email is correctly displayed
 [2022-10-04 17:41:18,206]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:18,206] Addresses - Step 18: Verify Company is correctly displayed
 [2022-10-04 17:41:18,283]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:18,283] Addresses - Step 19: Verify Country is correctly displayed
 [2022-10-04 17:41:18,359]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:18,360] Addresses - Step 20: Verify State/province is correctly displayed
 [2022-10-04 17:41:18,438]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:18,438] Addresses - Step 21: Verify City is correctly displayed
 [2022-10-04 17:41:18,494]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:18,494] Addresses - Step 22: Verify Address 1 is correctly displayed
 [2022-10-04 17:41:18,580]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:18,580] Addresses - Step 23: Verify Address 2 is correctly displayed
 [2022-10-04 17:41:18,659]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:18,659] Addresses - Step 24: Verify Zip/postal is correctly displayed
 [2022-10-04 17:41:18,717]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:18,717] Addresses - Step 25: Verify phone number is correctly displayed
 [2022-10-04 17:41:18,815]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:18,815] Addresses - Step 26: Verify fax number is correctly displayed
 [2022-10-04 17:41:18,892]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:18,892] Addresses - Step 27: Click to MyAccount link
 [2022-10-04 17:41:19,404] ChangePassword - Step 01: Open Change password page
 [2022-10-04 17:41:20,147] ChangePassword - Step 02: Input to Old password textbox with value: 123456
 [2022-10-04 17:41:20,323] ChangePassword - Step 03: Input to New password textbox with value: 1234567
 [2022-10-04 17:41:20,536] ChangePassword - Step 04: Input to Confirm password textbox with value: 1234567
 [2022-10-04 17:41:20,717] ChangePassword - Step 05: Click to CHANGE PASSWORD button
 [2022-10-04 17:41:21,282] ChangePassword - Step 06: Verify change password success message is displayed
 [2022-10-04 17:41:21,385]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:41:21,385] ChangePassword - Step 07: Click Alert Message close button
 [2022-10-04 17:41:21,511] ChangePassword - Step 08: Click to Logout link
 [2022-10-04 17:41:23,251] ChangePassword - Step 09: Open Login page 
 [2022-10-04 17:41:23,893] ChangePassword - Step 10: Input to email textbox with value: automation5654@gmail.com
 [2022-10-04 17:41:24,099] ChangePassword - Step 11: Input to password textbox with value: 123456
 [2022-10-04 17:41:24,284] ChangePassword - Step 12: Click to LOGIN button
 [2022-10-04 17:41:24,821] ChangePassword - Step 13: Verify unsuccessful message is displayed
 [2022-10-04 17:41:24,947]  -------------------------- FAILED -------------------------- 
 [2022-10-04 17:41:24,947] ChangePassword - Step 14: Input to email textbox with value: automation5654@gmail.com
 [2022-10-04 17:41:25,151] ChangePassword - Step 15: Input to password textbox with value: 1234567
 [2022-10-04 17:41:25,339] ChangePassword - Step 16: Click to LOGIN button
 [2022-10-04 17:41:25,787] ChangePassword - Step 17: Verify MyAccount link is displayed
 [2022-10-04 17:41:56,010] MyProductReviews - Step 01: Click to Desktops link in Computer menu
 [2022-10-04 17:41:57,877] MyProductReviews - Step 02: Click to Build your own computer product
 [2022-10-04 17:41:59,411] MyProductReviews - Step 03: Click to ' Add your review' link
 [2022-10-04 17:42:00,101] MyProductReviews - Step 04: Input to Review title textbox with value: review title
 [2022-10-04 17:42:00,331] OS name = windows 10
 [2022-10-04 17:42:00,331] Driver instance name = chromedriver: chrome on windows (1511eea2c839e971368080097938e679)
 [2022-10-04 17:42:48,156] Pre-Condition - Step 01: Open browse and navigate to Homepage
 [2022-10-04 17:42:54,106] Pre-Condition - Step 02: Navigate to Register page
 [2022-10-04 17:42:54,832] Pre-Condition - Step 03: Input to Firstname textbox with value: Automation
 [2022-10-04 17:42:55,039] Pre-Condition - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 17:42:55,220] Pre-Condition - Step 05: Input to Email textbox with value: automation1825@gmail.com
 [2022-10-04 17:42:55,450] Pre-Condition - Step 06: Input to Password textbox with value: 123456
 [2022-10-04 17:42:55,649] Pre-Condition - Step 07: Input to Confirm Password textbox with value: 123456
 [2022-10-04 17:42:55,842] Pre-Condition - Step 08: Click to Register button
 [2022-10-04 17:42:57,662] Pre-Condition - Step 09: Vefiry Register success message is displayed
 [2022-10-04 17:42:57,747]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:42:57,747] Pre-Condition - Step 10: Click to MyAccount link
 [2022-10-04 17:42:58,449] CustomerInfo - Step 01: Open Customer Info page
 [2022-10-04 17:42:59,023] CustomerInfo - Step 02: Update Gender Checkbox with value: Male
 [2022-10-04 17:42:59,205] CustomerInfo - Step 03: Update first name textbox with value: Autotmation
 [2022-10-04 17:42:59,410] CustomerInfo - Step 04: Update last name textbox with value: FC
 [2022-10-04 17:42:59,602] CustomerInfo - Step 05: Update date of birth dropdown with value: 1/January/1999
 [2022-10-04 17:43:00,153] CustomerInfo - Step 06: Update email textbox with value: automationfc4992.vn@gmail.com
 [2022-10-04 17:43:00,397] CustomerInfo - Step 07: Update company textbox with value: Automation FC
 [2022-10-04 17:43:00,604] CustomerInfo - Step 08: Click to Save button
 [2022-10-04 17:43:01,417] CustomerInfo - Step 09: Verify gender checkbox is correctly displayed
 [2022-10-04 17:43:01,488]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:01,488] CustomerInfo - Step 10: Verify first name textbox is correctly displayed
 [2022-10-04 17:43:01,555]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:01,555] CustomerInfo - Step 11: Verify last name textbox is correctly displayed
 [2022-10-04 17:43:01,619]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:01,619] CustomerInfo - Step 12: Verify date of birth dropdown is correctly displayed
 [2022-10-04 17:43:01,757]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:01,898]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:03,006]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:03,006] CustomerInfo - Step 13: Verify email textbox is correctly displayed
 [2022-10-04 17:43:03,072]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:03,072] CustomerInfo - Step 14: Verify company name textbox is correctly displayed
 [2022-10-04 17:43:03,164]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:03,164] CustomerInfo - Step 15: Click to MyAccount link
 [2022-10-04 17:43:03,787] Addresses - Step 01: Open Addresses page
 [2022-10-04 17:43:04,362] Addresses - Step 02: Click to 'ADD NEW' button
 [2022-10-04 17:43:05,014] Addresses - Step 03: Input to Firstname textbox with value: Autotmation
 [2022-10-04 17:43:05,204] Addresses - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 17:43:05,379] Addresses - Step 05: Input to Email textbox with value: automationfc4992.vn@gmail.com
 [2022-10-04 17:43:05,580] Addresses - Step 06: Input to Company textbox with value: Automation FC
 [2022-10-04 17:43:05,768] Addresses - Step 07: Select Country dropdown with value: Viet Nam
 [2022-10-04 17:43:05,988] Addresses - Step 08: Select State/province dropdown with value: Other
 [2022-10-04 17:43:06,276] Addresses - Step 09: Input to City textbox with value: Da Nang
 [2022-10-04 17:43:06,491] Addresses - Step 10: Input to Address 1 textbox with value: 123/04 Le Lai
 [2022-10-04 17:43:06,714] Addresses - Step 11: Input to Address 2 textbox with value: 234/05 Hai Phong
 [2022-10-04 17:43:06,917] Addresses - Step 12: Input to Zip/postal code textbox with value: 550000
 [2022-10-04 17:43:07,107] Addresses - Step 13: Input to Phone number textbox with value: 0123456789
 [2022-10-04 17:43:07,311] Addresses - Step 14: Input to Fax number textbox with value: 0987654321
 [2022-10-04 17:43:07,512] Addresses - Step 15: Click to SAVE button
 [2022-10-04 17:43:08,363] Addresses - Step 16: Verify fullname is correctly displayed
 [2022-10-04 17:43:08,446]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:08,446] Addresses - Step 17: Verify email is correctly displayed
 [2022-10-04 17:43:08,527]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:08,527] Addresses - Step 18: Verify Company is correctly displayed
 [2022-10-04 17:43:08,605]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:08,606] Addresses - Step 19: Verify Country is correctly displayed
 [2022-10-04 17:43:08,681]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:08,681] Addresses - Step 20: Verify State/province is correctly displayed
 [2022-10-04 17:43:08,760]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:08,760] Addresses - Step 21: Verify City is correctly displayed
 [2022-10-04 17:43:08,829]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:08,829] Addresses - Step 22: Verify Address 1 is correctly displayed
 [2022-10-04 17:43:08,914]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:08,914] Addresses - Step 23: Verify Address 2 is correctly displayed
 [2022-10-04 17:43:08,992]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:08,992] Addresses - Step 24: Verify Zip/postal is correctly displayed
 [2022-10-04 17:43:09,048]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:09,048] Addresses - Step 25: Verify phone number is correctly displayed
 [2022-10-04 17:43:09,177]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:09,177] Addresses - Step 26: Verify fax number is correctly displayed
 [2022-10-04 17:43:09,256]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:09,256] Addresses - Step 27: Click to MyAccount link
 [2022-10-04 17:43:09,762] ChangePassword - Step 01: Open Change password page
 [2022-10-04 17:43:10,361] ChangePassword - Step 02: Input to Old password textbox with value: 123456
 [2022-10-04 17:43:10,550] ChangePassword - Step 03: Input to New password textbox with value: 1234567
 [2022-10-04 17:43:10,743] ChangePassword - Step 04: Input to Confirm password textbox with value: 1234567
 [2022-10-04 17:43:10,929] ChangePassword - Step 05: Click to CHANGE PASSWORD button
 [2022-10-04 17:43:11,477] ChangePassword - Step 06: Verify change password success message is displayed
 [2022-10-04 17:43:11,581]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:43:11,581] ChangePassword - Step 07: Click Alert Message close button
 [2022-10-04 17:43:11,708] ChangePassword - Step 08: Click to Logout link
 [2022-10-04 17:43:13,443] ChangePassword - Step 09: Open Login page 
 [2022-10-04 17:43:14,026] ChangePassword - Step 10: Input to email textbox with value: automationfc4992.vn@gmail.com
 [2022-10-04 17:43:14,214] ChangePassword - Step 11: Input to password textbox with value: 123456
 [2022-10-04 17:43:14,400] ChangePassword - Step 12: Click to LOGIN button
 [2022-10-04 17:43:14,939] ChangePassword - Step 13: Verify unsuccessful message is displayed
 [2022-10-04 17:43:15,014]  -------------------------- FAILED -------------------------- 
 [2022-10-04 17:43:15,014] ChangePassword - Step 14: Input to email textbox with value: automationfc4992.vn@gmail.com
 [2022-10-04 17:43:15,205] ChangePassword - Step 15: Input to password textbox with value: 1234567
 [2022-10-04 17:43:15,378] ChangePassword - Step 16: Click to LOGIN button
 [2022-10-04 17:43:15,848] ChangePassword - Step 17: Verify MyAccount link is displayed
 [2022-10-04 17:43:46,109] MyProductReviews - Step 01: Click to Desktops link in Computer menu
 [2022-10-04 17:43:47,952] MyProductReviews - Step 02: Click to Build your own computer product
 [2022-10-04 17:43:49,095] MyProductReviews - Step 03: Click to ' Add your review' link
 [2022-10-04 17:43:49,811] MyProductReviews - Step 04: Input to Review title textbox with value: review title
 [2022-10-04 17:43:50,042] OS name = windows 10
 [2022-10-04 17:43:50,042] Driver instance name = chromedriver: chrome on windows (4e497bafc65dbd625775122fc02b527e)
 [2022-10-04 17:46:17,278] Pre-Condition - Step 01: Open browse and navigate to Homepage
 [2022-10-04 17:46:23,128] Pre-Condition - Step 02: Navigate to Register page
 [2022-10-04 17:46:23,850] Pre-Condition - Step 03: Input to Firstname textbox with value: Automation
 [2022-10-04 17:46:24,063] Pre-Condition - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 17:46:24,261] Pre-Condition - Step 05: Input to Email textbox with value: automation3574@gmail.com
 [2022-10-04 17:46:24,483] Pre-Condition - Step 06: Input to Password textbox with value: 123456
 [2022-10-04 17:46:24,670] Pre-Condition - Step 07: Input to Confirm Password textbox with value: 123456
 [2022-10-04 17:46:24,873] Pre-Condition - Step 08: Click to Register button
 [2022-10-04 17:46:26,703] Pre-Condition - Step 09: Vefiry Register success message is displayed
 [2022-10-04 17:46:26,786]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:26,787] Pre-Condition - Step 10: Click to MyAccount link
 [2022-10-04 17:46:27,524] CustomerInfo - Step 01: Open Customer Info page
 [2022-10-04 17:46:28,020] CustomerInfo - Step 02: Update Gender Checkbox with value: Male
 [2022-10-04 17:46:28,189] CustomerInfo - Step 03: Update first name textbox with value: Autotmation
 [2022-10-04 17:46:28,390] CustomerInfo - Step 04: Update last name textbox with value: FC
 [2022-10-04 17:46:28,583] CustomerInfo - Step 05: Update date of birth dropdown with value: 1/January/1999
 [2022-10-04 17:46:29,168] CustomerInfo - Step 06: Update email textbox with value: automationfc1909.vn@gmail.com
 [2022-10-04 17:46:29,368] CustomerInfo - Step 07: Update company textbox with value: Automation FC
 [2022-10-04 17:46:29,565] CustomerInfo - Step 08: Click to Save button
 [2022-10-04 17:46:30,399] CustomerInfo - Step 09: Verify gender checkbox is correctly displayed
 [2022-10-04 17:46:30,545]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:30,545] CustomerInfo - Step 10: Verify first name textbox is correctly displayed
 [2022-10-04 17:46:30,619]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:30,620] CustomerInfo - Step 11: Verify last name textbox is correctly displayed
 [2022-10-04 17:46:30,698]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:30,698] CustomerInfo - Step 12: Verify date of birth dropdown is correctly displayed
 [2022-10-04 17:46:30,871]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:31,010]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:32,181]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:32,181] CustomerInfo - Step 13: Verify email textbox is correctly displayed
 [2022-10-04 17:46:32,269]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:32,269] CustomerInfo - Step 14: Verify company name textbox is correctly displayed
 [2022-10-04 17:46:32,331]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:32,332] CustomerInfo - Step 15: Click to MyAccount link
 [2022-10-04 17:46:33,396] Addresses - Step 01: Open Addresses page
 [2022-10-04 17:46:34,091] Addresses - Step 02: Click to 'ADD NEW' button
 [2022-10-04 17:46:34,730] Addresses - Step 03: Input to Firstname textbox with value: Autotmation
 [2022-10-04 17:46:34,919] Addresses - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 17:46:35,094] Addresses - Step 05: Input to Email textbox with value: automationfc1909.vn@gmail.com
 [2022-10-04 17:46:35,296] Addresses - Step 06: Input to Company textbox with value: Automation FC
 [2022-10-04 17:46:35,498] Addresses - Step 07: Select Country dropdown with value: Viet Nam
 [2022-10-04 17:46:35,751] Addresses - Step 08: Select State/province dropdown with value: Other
 [2022-10-04 17:46:36,017] Addresses - Step 09: Input to City textbox with value: Da Nang
 [2022-10-04 17:46:36,224] Addresses - Step 10: Input to Address 1 textbox with value: 123/04 Le Lai
 [2022-10-04 17:46:36,413] Addresses - Step 11: Input to Address 2 textbox with value: 234/05 Hai Phong
 [2022-10-04 17:46:36,607] Addresses - Step 12: Input to Zip/postal code textbox with value: 550000
 [2022-10-04 17:46:36,800] Addresses - Step 13: Input to Phone number textbox with value: 0123456789
 [2022-10-04 17:46:38,073] Addresses - Step 14: Input to Fax number textbox with value: 0987654321
 [2022-10-04 17:46:38,531] Addresses - Step 15: Click to SAVE button
 [2022-10-04 17:46:39,476] Addresses - Step 16: Verify fullname is correctly displayed
 [2022-10-04 17:46:39,552]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:39,552] Addresses - Step 17: Verify email is correctly displayed
 [2022-10-04 17:46:39,633]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:39,633] Addresses - Step 18: Verify Company is correctly displayed
 [2022-10-04 17:46:39,707]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:39,707] Addresses - Step 19: Verify Country is correctly displayed
 [2022-10-04 17:46:39,783]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:39,783] Addresses - Step 20: Verify State/province is correctly displayed
 [2022-10-04 17:46:39,889]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:39,889] Addresses - Step 21: Verify City is correctly displayed
 [2022-10-04 17:46:40,092]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:40,092] Addresses - Step 22: Verify Address 1 is correctly displayed
 [2022-10-04 17:46:40,255]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:40,255] Addresses - Step 23: Verify Address 2 is correctly displayed
 [2022-10-04 17:46:40,369]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:40,370] Addresses - Step 24: Verify Zip/postal is correctly displayed
 [2022-10-04 17:46:40,458]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:40,458] Addresses - Step 25: Verify phone number is correctly displayed
 [2022-10-04 17:46:40,590]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:40,590] Addresses - Step 26: Verify fax number is correctly displayed
 [2022-10-04 17:46:40,758]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:40,758] Addresses - Step 27: Click to MyAccount link
 [2022-10-04 17:46:41,372] ChangePassword - Step 01: Open Change password page
 [2022-10-04 17:46:41,975] ChangePassword - Step 02: Input to Old password textbox with value: 123456
 [2022-10-04 17:46:42,173] ChangePassword - Step 03: Input to New password textbox with value: 1234567
 [2022-10-04 17:46:42,348] ChangePassword - Step 04: Input to Confirm password textbox with value: 1234567
 [2022-10-04 17:46:42,524] ChangePassword - Step 05: Click to CHANGE PASSWORD button
 [2022-10-04 17:46:43,051] ChangePassword - Step 06: Verify change password success message is displayed
 [2022-10-04 17:46:43,143]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:43,143] ChangePassword - Step 07: Click Alert Message close button
 [2022-10-04 17:46:43,268] ChangePassword - Step 08: Click to Logout link
 [2022-10-04 17:46:45,071] ChangePassword - Step 09: Open Login page 
 [2022-10-04 17:46:45,658] ChangePassword - Step 10: Input to email textbox with value: automationfc1909.vn@gmail.com
 [2022-10-04 17:46:45,863] ChangePassword - Step 11: Input to password textbox with value: 123456
 [2022-10-04 17:46:46,061] ChangePassword - Step 12: Click to LOGIN button
 [2022-10-04 17:46:46,620] ChangePassword - Step 13: Verify unsuccessful message is displayed
 [2022-10-04 17:46:46,716]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:46:46,717] ChangePassword - Step 14: Input to email textbox with value: automationfc1909.vn@gmail.com
 [2022-10-04 17:46:46,938] ChangePassword - Step 15: Input to password textbox with value: 1234567
 [2022-10-04 17:46:47,104] ChangePassword - Step 16: Click to LOGIN button
 [2022-10-04 17:46:47,585] ChangePassword - Step 17: Verify MyAccount link is displayed
 [2022-10-04 17:47:13,203] Pre-Condition - Step 01: Open browse and navigate to Homepage
 [2022-10-04 17:47:19,119] Pre-Condition - Step 02: Navigate to Register page
 [2022-10-04 17:47:19,845] Pre-Condition - Step 03: Input to Firstname textbox with value: Automation
 [2022-10-04 17:47:20,051] Pre-Condition - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 17:47:20,233] Pre-Condition - Step 05: Input to Email textbox with value: automation9489@gmail.com
 [2022-10-04 17:47:20,456] Pre-Condition - Step 06: Input to Password textbox with value: 123456
 [2022-10-04 17:47:20,651] Pre-Condition - Step 07: Input to Confirm Password textbox with value: 123456
 [2022-10-04 17:47:20,840] Pre-Condition - Step 08: Click to Register button
 [2022-10-04 17:47:22,665] Pre-Condition - Step 09: Vefiry Register success message is displayed
 [2022-10-04 17:47:22,763]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:22,764] Pre-Condition - Step 10: Click to MyAccount link
 [2022-10-04 17:47:23,452] CustomerInfo - Step 01: Open Customer Info page
 [2022-10-04 17:47:23,947] CustomerInfo - Step 02: Update Gender Checkbox with value: Male
 [2022-10-04 17:47:24,113] CustomerInfo - Step 03: Update first name textbox with value: Autotmation
 [2022-10-04 17:47:24,326] CustomerInfo - Step 04: Update last name textbox with value: FC
 [2022-10-04 17:47:24,530] CustomerInfo - Step 05: Update date of birth dropdown with value: 1/January/1999
 [2022-10-04 17:47:25,082] CustomerInfo - Step 06: Update email textbox with value: automationfc7270.vn@gmail.com
 [2022-10-04 17:47:25,320] CustomerInfo - Step 07: Update company textbox with value: Automation FC
 [2022-10-04 17:47:25,533] CustomerInfo - Step 08: Click to Save button
 [2022-10-04 17:47:26,302] CustomerInfo - Step 09: Verify gender checkbox is correctly displayed
 [2022-10-04 17:47:26,364]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:26,365] CustomerInfo - Step 10: Verify first name textbox is correctly displayed
 [2022-10-04 17:47:26,432]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:26,432] CustomerInfo - Step 11: Verify last name textbox is correctly displayed
 [2022-10-04 17:47:26,495]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:26,495] CustomerInfo - Step 12: Verify date of birth dropdown is correctly displayed
 [2022-10-04 17:47:26,633]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:26,771]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:27,854]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:27,854] CustomerInfo - Step 13: Verify email textbox is correctly displayed
 [2022-10-04 17:47:27,931]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:27,931] CustomerInfo - Step 14: Verify company name textbox is correctly displayed
 [2022-10-04 17:47:28,009]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:28,009] CustomerInfo - Step 15: Click to MyAccount link
 [2022-10-04 17:47:28,615] Addresses - Step 01: Open Addresses page
 [2022-10-04 17:47:29,182] Addresses - Step 02: Click to 'ADD NEW' button
 [2022-10-04 17:47:29,862] Addresses - Step 03: Input to Firstname textbox with value: Autotmation
 [2022-10-04 17:47:30,056] Addresses - Step 04: Input to Lastname textbox with value: FC
 [2022-10-04 17:47:30,230] Addresses - Step 05: Input to Email textbox with value: automationfc7270.vn@gmail.com
 [2022-10-04 17:47:30,435] Addresses - Step 06: Input to Company textbox with value: Automation FC
 [2022-10-04 17:47:30,621] Addresses - Step 07: Select Country dropdown with value: Viet Nam
 [2022-10-04 17:47:30,828] Addresses - Step 08: Select State/province dropdown with value: Other
 [2022-10-04 17:47:31,123] Addresses - Step 09: Input to City textbox with value: Da Nang
 [2022-10-04 17:47:31,314] Addresses - Step 10: Input to Address 1 textbox with value: 123/04 Le Lai
 [2022-10-04 17:47:31,518] Addresses - Step 11: Input to Address 2 textbox with value: 234/05 Hai Phong
 [2022-10-04 17:47:31,753] Addresses - Step 12: Input to Zip/postal code textbox with value: 550000
 [2022-10-04 17:47:31,943] Addresses - Step 13: Input to Phone number textbox with value: 0123456789
 [2022-10-04 17:47:32,140] Addresses - Step 14: Input to Fax number textbox with value: 0987654321
 [2022-10-04 17:47:32,333] Addresses - Step 15: Click to SAVE button
 [2022-10-04 17:47:33,332] Addresses - Step 16: Verify fullname is correctly displayed
 [2022-10-04 17:47:33,413]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:33,414] Addresses - Step 17: Verify email is correctly displayed
 [2022-10-04 17:47:33,491]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:33,492] Addresses - Step 18: Verify Company is correctly displayed
 [2022-10-04 17:47:33,572]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:33,572] Addresses - Step 19: Verify Country is correctly displayed
 [2022-10-04 17:47:33,666]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:33,666] Addresses - Step 20: Verify State/province is correctly displayed
 [2022-10-04 17:47:33,741]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:33,742] Addresses - Step 21: Verify City is correctly displayed
 [2022-10-04 17:47:33,829]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:33,829] Addresses - Step 22: Verify Address 1 is correctly displayed
 [2022-10-04 17:47:33,913]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:33,913] Addresses - Step 23: Verify Address 2 is correctly displayed
 [2022-10-04 17:47:33,990]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:33,990] Addresses - Step 24: Verify Zip/postal is correctly displayed
 [2022-10-04 17:47:34,048]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:34,048] Addresses - Step 25: Verify phone number is correctly displayed
 [2022-10-04 17:47:34,129]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:34,129] Addresses - Step 26: Verify fax number is correctly displayed
 [2022-10-04 17:47:34,207]  -------------------------- PASSED -------------------------- 
 [2022-10-04 17:47:34,207] Addresses - Step 27: Click to MyAccount link
 [2022-10-04 17:47:34,759] ChangePassword - Step 01: Open Change password page
 [2022-10-04 17:47:35,382] ChangePassword - Step 02: Input to Old password textbox with value: 123456
 [2022-10-04 17:47:35,558] ChangePassword - Step 03: Input to New password textbox with value: 1234567
 [2022-10-04 17:47:35,757] ChangePassword - Step 04: Input to Confirm password textbox with value: 1234567
 [2022-10-04 17:47:35,942] ChangePassword - Step 05: Click to CHANGE PASSWORD button
 [2022-10-04 17:47:36,464] ChangePassword - Step 06: Verify change password success message is displayed
